token	corpus size	all contexts size	frequency	co-frequency	specificity
Non-monotonic	239693	15972	6	4	3.59
probabilistic	239693	15972	6	4	3.59
Semiconductor	239693	15972	6	4	3.59
Lattice	239693	15972	6	4	3.59
EPLD	239693	15972	6	4	3.59
can	239693	15972	757	74	3.58
constructive	239693	15972	3	3	3.53
Weddle	239693	15972	3	3	3.53
eductive-inductive	239693	15972	3	3	3.53
Non-classical	239693	15972	3	3	3.53
Paradoxes	239693	15972	3	3	3.53
unfinished	239693	15972	3	3	3.53
grounding	239693	15972	3	3	3.53
Origin	239693	15972	3	3	3.53
Macrocell	239693	15972	3	3	3.53
Synchronous	239693	15972	3	3	3.53
Asynchronous	239693	15972	3	3	3.53
Tautology	239693	15972	3	3	3.53
invented(Tim	239693	15972	3	3	3.53
inductive	239693	15972	28	8	3.52
53	239693	15972	16	6	3.45
declarative	239693	15972	16	6	3.45
connectives	239693	15972	22	7	3.45
Haack	239693	15972	22	7	3.45
in	239693	15972	3262	260	3.45
Semantics	239693	15972	29	8	3.41
early	239693	15972	44	10	3.39
solution	239693	15972	52	11	3.39
question	239693	15972	87	15	3.38
2019	239693	15972	116	18	3.36
facts	239693	15972	61	12	3.34
Philosophical	239693	15972	23	7	3.32
considers	239693	15972	7	4	3.25
suggested	239693	15972	7	4	3.25
programmer	239693	15972	7	4	3.25
FPGA	239693	15972	7	4	3.25
It	239693	15972	258	31	3.24
predicate	239693	15972	90	15	3.23
disjunction	239693	15972	63	12	3.22
ethics	239693	15972	12	5	3.19
distinction	239693	15972	12	5	3.19
Aristotle	239693	15972	12	5	3.19
governing	239693	15972	12	5	3.19
equivalence	239693	15972	12	5	3.19
function	239693	15972	91	15	3.18
Inference	239693	15972	18	6	3.15
based	239693	15972	184	24	3.14
Toggle	239693	15972	32	8	3.11
History	239693	15972	74	13	3.10
functional	239693	15972	25	7	3.09
showing	239693	15972	19	6	3.01
epistemology	239693	15972	13	5	3.01
foundations	239693	15972	13	5	3.01
conditional	239693	15972	13	5	3.01
approach	239693	15972	76	13	3.00
use	239693	15972	303	34	2.99
thinking	239693	15972	26	7	2.99
studies	239693	15972	26	7	2.99
syntactic	239693	15972	26	7	2.99
Inductive	239693	15972	26	7	2.99
265	239693	15972	8	4	2.98
compilation	239693	15972	8	4	2.98
both	239693	15972	147	20	2.96
frameworks	239693	15972	4	3	2.96
canon	239693	15972	4	3	2.96
Unlike	239693	15972	4	3	2.96
intuitionistic	239693	15972	4	3	2.96
Michaelson	239693	15972	4	3	2.96
Lists	239693	15972	4	3	2.96
Calculations	239693	15972	4	3	2.96
panel	239693	15972	4	3	2.96
Representing	239693	15972	4	3	2.96
Generic	239693	15972	4	3	2.96
goal-reduction	239693	15972	4	3	2.96
XSB	239693	15972	4	3	2.96
teaches(john	239693	15972	4	3	2.96
Satisfiability	239693	15972	4	3	2.96
enriched	239693	15972	4	3	2.96
Statements	239693	15972	4	3	2.96
Running	239693	15972	4	3	2.96
clause	239693	15972	42	9	2.93
semantics	239693	15972	808	74	2.90
47	239693	15972	20	6	2.89
expressive	239693	15972	20	6	2.89
extended	239693	15972	27	7	2.88
functions	239693	15972	60	11	2.87
Set	239693	15972	43	9	2.85
applying	239693	15972	14	5	2.85
Gödel	239693	15972	14	5	2.85
Logics	239693	15972	14	5	2.85
database	239693	15972	35	8	2.85
how	239693	15972	163	21	2.79
He	239693	15972	28	7	2.79
truth	239693	15972	90	14	2.79
studied	239693	15972	21	6	2.77
constraints	239693	15972	21	6	2.77
includes	239693	15972	53	10	2.76
dominant	239693	15972	9	4	2.75
ontological	239693	15972	9	4	2.75
Validity	239693	15972	9	4	2.75
Linear	239693	15972	9	4	2.75
engine	239693	15972	9	4	2.75
Hardware	239693	15972	9	4	2.75
triple	239693	15972	9	4	2.75
quantifiers	239693	15972	15	5	2.70
List	239693	15972	15	5	2.70
questions	239693	15972	54	10	2.70
Sandu	239693	15972	22	6	2.66
modern	239693	15972	93	14	2.66
T	239693	15972	168	21	2.65
developed	239693	15972	74	12	2.63
ACM	239693	15972	30	7	2.61
metaphysics	239693	15972	5	3	2.59
psychology	239693	15972	5	3	2.59
substantive	239693	15972	5	3	2.59
computability	239693	15972	5	3	2.59
Avicenna	239693	15972	5	3	2.59
Burgess	239693	15972	5	3	2.59
Logicians	239693	15972	5	3	2.59
Conditional	239693	15972	5	3	2.59
toggled	239693	15972	5	3	2.59
Configure	239693	15972	5	3	2.59
sign	239693	15972	5	3	2.59
MMI	239693	15972	5	3	2.59
erasable	239693	15972	5	3	2.59
manufacturers	239693	15972	5	3	2.59
compilers	239693	15972	5	3	2.59
pins	239693	15972	5	3	2.59
Algebraic	239693	15972	5	3	2.59
optionally	239693	15972	5	3	2.59
correctness	239693	15972	16	5	2.57
procedural	239693	15972	16	5	2.57
so-called	239693	15972	23	6	2.56
Another	239693	15972	23	6	2.56
Syntax	239693	15972	23	6	2.56
Abductive	239693	15972	23	6	2.56
subset	239693	15972	23	6	2.56
Deviant	239693	15972	10	4	2.56
refers	239693	15972	10	4	2.56
assessing	239693	15972	10	4	2.56
intuitions	239693	15972	10	4	2.56
assess	239693	15972	10	4	2.56
talk	239693	15972	10	4	2.56
programmed	239693	15972	10	4	2.56
arrays	239693	15972	10	4	2.56
is	239693	15972	3076	235	2.56
dialect	239693	15972	31	7	2.53
extensions	239693	15972	31	7	2.53
statements	239693	15972	48	9	2.53
b	239693	15972	174	21	2.49
set	239693	15972	209	24	2.48
memory	239693	15972	32	7	2.46
They	239693	15972	78	12	2.45
introduces	239693	15972	17	5	2.45
discipline	239693	15972	17	5	2.45
grammar	239693	15972	17	5	2.45
applied	239693	15972	41	8	2.42
as	239693	15972	1402	114	2.40
draw	239693	15972	11	4	2.40
formulae	239693	15972	11	4	2.40
studying	239693	15972	11	4	2.40
Blair	239693	15972	11	4	2.40
Once	239693	15972	11	4	2.40
deduction	239693	15972	11	4	2.40
satisfiability	239693	15972	11	4	2.40
two	239693	15972	178	21	2.39
translation	239693	15972	33	7	2.38
principles	239693	15972	33	7	2.38
implement	239693	15972	33	7	2.38
correct	239693	15972	42	8	2.36
utilize	239693	15972	2	2	2.35
characterizations	239693	15972	2	2	2.35
Distinct	239693	15972	2	2	2.35
translating	239693	15972	2	2	2.35
Flies(Tweety	239693	15972	2	2	2.35
interchangeably	239693	15972	2	2	2.35
thousand	239693	15972	2	2	2.35
syllogistics	239693	15972	2	2	2.35
expand	239693	15972	2	2	2.35
130	239693	15972	2	2	2.35
deviations	239693	15972	2	2	2.35
Wilhelm	239693	15972	2	2	2.35
Hilary	239693	15972	2	2	2.35
quantum	239693	15972	2	2	2.35
Portrait	239693	15972	2	2	2.35
innovations	239693	15972	2	2	2.35
syllogistic	239693	15972	2	2	2.35
1900	239693	15972	2	2	2.35
Ted	239693	15972	2	2	2.35
nonmonotonic	239693	15972	2	2	2.35
Visibility	239693	15972	2	2	2.35
you'd	239693	15972	2	2	2.35
Default	239693	15972	2	2	2.35
pre/post	239693	15972	2	2	2.35
mutable	239693	15972	2	2	2.35
discrete	239693	15972	2	2	2.35
considerably	239693	15972	2	2	2.35
intensional	239693	15972	2	2	2.35
ic	239693	15972	2	2	2.35
logikós	239693	15972	2	2	2.35
Sentences	239693	15972	2	2	2.35
sum-of-products	239693	15972	2	2	2.35
JK	239693	15972	2	2	2.35
flip-flops	239693	15972	2	2	2.35
programmers	239693	15972	2	2	2.35
Fourteen	239693	15972	2	2	2.35
Flip-flop	239693	15972	2	2	2.35
Combinational	239693	15972	2	2	2.35
Mixed-signal	239693	15972	2	2	2.35
Three-dimensional	239693	15972	2	2	2.35
Emitter-coupled	239693	15972	2	2	2.35
ECL	239693	15972	2	2	2.35
Erasable	239693	15972	2	2	2.35
FPOA	239693	15972	2	2	2.35
Finite-state	239693	15972	2	2	2.35
generalises	239693	15972	2	2	2.35
λProlog	239693	15972	2	2	2.35
happens(move(Block	239693	15972	2	2	2.35
nondeterminism	239693	15972	2	2	2.35
HiLog	239693	15972	2	2	2.35
Denecker	239693	15972	2	2	2.35
Transduction	239693	15972	2	2	2.35
Cardinality	239693	15972	2	2	2.35
Compactness	239693	15972	2	2	2.35
Lindström's	239693	15972	2	2	2.35
Löwenheim–Skolem	239693	15972	2	2	2.35
Traditional	239693	15972	2	2	2.35
Consistency	239693	15972	2	2	2.35
Equiconsistency	239693	15972	2	2	2.35
Many-valued	239693	15972	2	2	2.35
Fixed-point	239693	15972	2	2	2.35
Strength	239693	15972	2	2	2.35
Kripke's	239693	15972	2	2	2.35
T-schema	239693	15972	2	2	2.35
Concrete/Abstract	239693	15972	2	2	2.35
Logicism	239693	15972	2	2	2.35
Supertask	239693	15972	2	2	2.35
DRT	239693	15972	2	2	2.35
Glue	239693	15972	2	2	2.35
Inquisitive	239693	15972	2	2	2.35
Mereology	239693	15972	2	2	2.35
SDRT	239693	15972	2	2	2.35
wars	239693	15972	2	2	2.35
warm	239693	15972	2	2	2.35
unwielded	239693	15972	2	2	2.35
expressible	239693	15972	2	2	2.35
computations	239693	15972	2	2	2.35
extendable	239693	15972	2	2	2.35
Sandevall	239693	15972	2	2	2.35
Davidson	239693	15972	2	2	2.35
subsection	239693	15972	18	5	2.34
Nyaya	239693	15972	6	3	2.32
identical	239693	15972	6	3	2.32
Reimer	239693	15972	6	3	2.32
126	239693	15972	6	3	2.32
Britannica	239693	15972	6	3	2.32
Probability	239693	15972	6	3	2.32
Substitution	239693	15972	6	3	2.32
professor	239693	15972	6	3	2.32
accommodate	239693	15972	6	3	2.32
Signetics	239693	15972	6	3	2.32
Instruments	239693	15972	6	3	2.32
GALs	239693	15972	6	3	2.32
suggests	239693	15972	6	3	2.32
ILP	239693	15972	6	3	2.32
know	239693	15972	26	6	2.29
are	239693	15972	1367	110	2.27
frame	239693	15972	53	9	2.26
paradigm	239693	15972	12	4	2.25
active	239693	15972	12	4	2.25
Dynamic	239693	15972	12	4	2.25
computation	239693	15972	12	4	2.25
negation	239693	15972	44	8	2.24
architecture	239693	15972	19	5	2.24
operators	239693	15972	19	5	2.24
sections	239693	15972	19	5	2.24
been	239693	15972	209	23	2.22
Then	239693	15972	27	6	2.22
Artificial	239693	15972	55	9	2.16
valid	239693	15972	65	10	2.16
description	239693	15972	65	10	2.16
that	239693	15972	1894	146	2.16
universal	239693	15972	28	6	2.14
artificial	239693	15972	20	5	2.14
backward	239693	15972	20	5	2.14
about	239693	15972	177	20	2.14
Concepts	239693	15972	13	4	2.12
foundation	239693	15972	13	4	2.12
electronics	239693	15972	13	4	2.12
Greek	239693	15972	7	3	2.10
differs	239693	15972	7	3	2.10
invalid	239693	15972	7	3	2.10
formalism	239693	15972	7	3	2.10
Islamic	239693	15972	7	3	2.10
dropdown	239693	15972	7	3	2.10
incompleteness	239693	15972	7	3	2.10
analogous	239693	15972	7	3	2.10
Texas	239693	15972	7	3	2.10
combines	239693	15972	7	3	2.10
restrictions	239693	15972	7	3	2.10
object	239693	15972	47	8	2.08
proof	239693	15972	88	12	2.08
Programming	239693	15972	88	12	2.08
view	239693	15972	67	10	2.08
electronic	239693	15972	29	6	2.07
want	239693	15972	29	6	2.07
show	239693	15972	38	7	2.06
36	239693	15972	21	5	2.05
93	239693	15972	21	5	2.05
lead	239693	15972	21	5	2.05
elementary	239693	15972	21	5	2.05
covers	239693	15972	14	4	2.00
95	239693	15972	14	4	2.00
influential	239693	15972	14	4	2.00
44	239693	15972	14	4	2.00
Related	239693	15972	30	6	2.00
semantic	239693	15972	30	6	2.00
complex	239693	15972	69	10	2.00
role	239693	15972	49	8	1.98
45	239693	15972	22	5	1.97
AI	239693	15972	22	5	1.97
advantage	239693	15972	22	5	1.97
terms	239693	15972	149	17	1.97
express	239693	15972	40	7	1.95
OR	239693	15972	40	7	1.95
20	239693	15972	60	9	1.94
seen	239693	15972	31	6	1.94
circuits	239693	15972	50	8	1.94
Frege	239693	15972	8	3	1.93
systematic	239693	15972	8	3	1.93
Later	239693	15972	8	3	1.93
button	239693	15972	8	3	1.93
breaks	239693	15972	8	3	1.93
taught	239693	15972	8	3	1.93
families	239693	15972	8	3	1.93
Abstract	239693	15972	8	3	1.93
microcontrollers	239693	15972	3	2	1.91
teach	239693	15972	3	2	1.91
countable	239693	15972	3	2	1.91
articulates	239693	15972	3	2	1.91
antiquity	239693	15972	3	2	1.91
metaphysical	239693	15972	3	2	1.91
deontic	239693	15972	3	2	1.91
134	239693	15972	3	2	1.91
Georg	239693	15972	3	2	1.91
attempts	239693	15972	3	2	1.91
pursued	239693	15972	3	2	1.91
183	239693	15972	3	2	1.91
hypothetical	239693	15972	3	2	1.91
204	239693	15972	3	2	1.91
topical	239693	15972	3	2	1.91
2991	239693	15972	3	2	1.91
3006	239693	15972	3	2	1.91
Väänänen	239693	15972	3	2	1.91
Ketland	239693	15972	3	2	1.91
158	239693	15972	3	2	1.91
condition(s	239693	15972	3	2	1.91
robot	239693	15972	3	2	1.91
separation	239693	15972	3	2	1.91
J.C	239693	15972	3	2	1.91
compiled	239693	15972	3	2	1.91
puzzle	239693	15972	3	2	1.91
Anders	239693	15972	3	2	1.91
willing	239693	15972	3	2	1.91
reconfigurable	239693	15972	3	2	1.91
TI	239693	15972	3	2	1.91
coined	239693	15972	3	2	1.91
cell	239693	15972	3	2	1.91
Sequential	239693	15972	3	2	1.91
acceleration	239693	15972	3	2	1.91
clausal	239693	15972	3	2	1.91
Marseille	239693	15972	3	2	1.91
appealing	239693	15972	3	2	1.91
Nationality	239693	15972	3	2	1.91
rank(john	239693	15972	3	2	1.91
guarded	239693	15972	3	2	1.91
Halting	239693	15972	3	2	1.91
Second-order	239693	15972	3	2	1.91
Recursion	239693	15972	3	2	1.91
Generative	239693	15972	3	2	1.91
Segmented	239693	15972	3	2	1.91
Pragmatics	239693	15972	3	2	1.91
phrase	239693	15972	3	2	1.91
reasonment	239693	15972	3	2	1.91
neat	239693	15972	3	2	1.91
way	239693	15972	140	16	1.90
result	239693	15972	41	7	1.90
FPGAs	239693	15972	15	4	1.90
33	239693	15972	23	5	1.89
especially	239693	15972	23	5	1.89
1978	239693	15972	23	5	1.89
38	239693	15972	23	5	1.89
up	239693	15972	94	12	1.89
include	239693	15972	153	17	1.88
Deductive	239693	15972	32	6	1.88
reason	239693	15972	42	7	1.85
consists	239693	15972	24	5	1.82
solve	239693	15972	24	5	1.82
specification	239693	15972	24	5	1.82
References	239693	15972	33	6	1.82
introduced	239693	15972	33	6	1.82
9	239693	15972	132	15	1.82
tables	239693	15972	16	4	1.80
branch	239693	15972	16	4	1.80
applications	239693	15972	133	15	1.79
Mathematica	239693	15972	9	3	1.78
1976	239693	15972	9	3	1.78
Calculation	239693	15972	9	3	1.78
GE	239693	15972	9	3	1.78
allowing	239693	15972	9	3	1.78
purely	239693	15972	9	3	1.78
descriptions	239693	15972	9	3	1.78
its	239693	15972	353	32	1.78
makes	239693	15972	34	6	1.77
pages	239693	15972	44	7	1.76
43	239693	15972	25	5	1.76
hardware	239693	15972	17	4	1.72
extends	239693	15972	17	4	1.72
implementation	239693	15972	35	6	1.72
commonly	239693	15972	26	5	1.69
determine	239693	15972	26	5	1.69
representing	239693	15972	26	5	1.69
most	239693	15972	138	15	1.69
However	239693	15972	114	13	1.68
while	239693	15972	68	9	1.66
replaced	239693	15972	10	3	1.66
Both	239693	15972	10	3	1.66
treated	239693	15972	10	3	1.66
Principia	239693	15972	10	3	1.66
explained	239693	15972	10	3	1.66
Score	239693	15972	10	3	1.66
Transactions	239693	15972	10	3	1.66
execution	239693	15972	10	3	1.66
explicit	239693	15972	10	3	1.66
Further	239693	15972	18	4	1.64
North	239693	15972	18	4	1.64
Groarke	239693	15972	18	4	1.64
Dictionary	239693	15972	18	4	1.64
fixed	239693	15972	18	4	1.64
interpreted	239693	15972	18	4	1.64
Mohism	239693	15972	4	2	1.63
restrict	239693	15972	4	2	1.63
games	239693	15972	4	2	1.63
denotations	239693	15972	4	2	1.63
Symbol	239693	15972	4	2	1.63
xB(x	239693	15972	4	2	1.63
Putnam	239693	15972	4	2	1.63
Ibn	239693	15972	4	2	1.63
197	239693	15972	4	2	1.63
203	239693	15972	4	2	1.63
205	239693	15972	4	2	1.63
MacFarlane	239693	15972	4	2	1.63
Haaparanta	239693	15972	4	2	1.63
Ewald	239693	15972	4	2	1.63
answered	239693	15972	4	2	1.63
trigger	239693	15972	4	2	1.63
Custom	239693	15972	4	2	1.63
oriented	239693	15972	4	2	1.63
noted	239693	15972	4	2	1.63
CVC	239693	15972	4	2	1.63
decades	239693	15972	4	2	1.63
Origins	239693	15972	4	2	1.63
Salon	239693	15972	4	2	1.63
mask-programmable	239693	15972	4	2	1.63
Altera	239693	15972	4	2	1.63
combinational	239693	15972	4	2	1.63
High-level	239693	15972	4	2	1.63
Hierarchical	239693	15972	4	2	1.63
Object-oriented	239693	15972	4	2	1.63
CLP	239693	15972	4	2	1.63
goal-directed	239693	15972	4	2	1.63
induces	239693	15972	4	2	1.63
concurrency	239693	15972	4	2	1.63
279	239693	15972	4	2	1.63
Combining	239693	15972	4	2	1.63
Parallel	239693	15972	4	2	1.63
Strict	239693	15972	4	2	1.63
Lemma	239693	15972	4	2	1.63
Monadic	239693	15972	4	2	1.63
Intensional	239693	15972	4	2	1.63
Linguistics	239693	15972	4	2	1.63
two-level	239693	15972	4	2	1.63
subtractor	239693	15972	4	2	1.63
correspondance	239693	15972	4	2	1.63
went	239693	15972	4	2	1.63
Loke	239693	15972	4	2	1.63
Nature	239693	15972	27	5	1.63
Some	239693	15972	58	8	1.63
directly	239693	15972	37	6	1.62
For	239693	15972	260	24	1.61
English	239693	15972	70	9	1.60
called	239693	15972	106	12	1.59
never	239693	15972	28	5	1.58
expression	239693	15972	28	5	1.58
with	239693	15972	1115	83	1.57
notation	239693	15972	19	4	1.57
latter	239693	15972	19	4	1.57
46	239693	15972	19	4	1.57
Communications	239693	15972	19	4	1.57
RIF-BLD	239693	15972	11	3	1.55
entailment	239693	15972	11	3	1.55
introduce	239693	15972	11	3	1.55
Bertrand	239693	15972	11	3	1.55
Magnus	239693	15972	11	3	1.55
Spade	239693	15972	11	3	1.55
Reason	239693	15972	11	3	1.55
entire	239693	15972	11	3	1.55
Montague	239693	15972	11	3	1.55
variants	239693	15972	11	3	1.55
Discover	239693	15972	11	3	1.55
viewed	239693	15972	11	3	1.55
Hidden	239693	15972	11	3	1.55
often	239693	15972	72	9	1.54
13	239693	15972	72	9	1.54
by	239693	15972	1094	81	1.54
topics	239693	15972	39	6	1.53
world	239693	15972	61	8	1.53
query	239693	15972	61	8	1.53
paper	239693	15972	29	5	1.53
agreement	239693	15972	20	4	1.50
31	239693	15972	40	6	1.49
Y	239693	15972	86	10	1.49
databases	239693	15972	74	9	1.49
sometimes	239693	15972	30	5	1.48
than	239693	15972	177	17	1.47
deductively	239693	15972	12	3	1.46
Many	239693	15972	12	3	1.46
sound	239693	15972	12	3	1.46
aspect	239693	15972	12	3	1.46
combining	239693	15972	12	3	1.46
simplified	239693	15972	12	3	1.46
abductive	239693	15972	12	3	1.46
Tim	239693	15972	12	3	1.46
encode	239693	15972	12	3	1.46
From	239693	15972	52	7	1.46
examined	239693	15972	5	2	1.44
lie	239693	15972	5	2	1.44
comprises	239693	15972	5	2	1.44
Intuitionistic	239693	15972	5	2	1.44
159	239693	15972	5	2	1.44
189	239693	15972	5	2	1.44
193	239693	15972	5	2	1.44
Frege's	239693	15972	5	2	1.44
formalization	239693	15972	5	2	1.44
McKeon	239693	15972	5	2	1.44
274	239693	15972	5	2	1.44
383	239693	15972	5	2	1.44
Holland	239693	15972	5	2	1.44
Redirects	239693	15972	5	2	1.44
hidden	239693	15972	5	2	1.44
Schlichtkrull	239693	15972	5	2	1.44
mostly	239693	15972	5	2	1.44
1985	239693	15972	5	2	1.44
Integrated	239693	15972	5	2	1.44
Hybrid	239693	15972	5	2	1.44
Among	239693	15972	5	2	1.44
exceptions	239693	15972	5	2	1.44
unlike	239693	15972	5	2	1.44
notes	239693	15972	5	2	1.44
Probabilistic	239693	15972	5	2	1.44
Recursive	239693	15972	5	2	1.44
overlap	239693	15972	5	2	1.44
computationally	239693	15972	5	2	1.44
similar	239693	15972	64	8	1.44
Modal	239693	15972	21	4	1.44
closely	239693	15972	21	4	1.44
Electronic	239693	15972	21	4	1.44
definition	239693	15972	53	7	1.42
On	239693	15972	53	7	1.42
some	239693	15972	208	19	1.42
control	239693	15972	42	6	1.42
Intelligence	239693	15972	77	9	1.42
without	239693	15972	90	10	1.40
on	239693	15972	1330	92	1.39
The	239693	15972	1383	95	1.39
central	239693	15972	32	5	1.39
examples	239693	15972	43	6	1.38
contain	239693	15972	22	4	1.38
Moreover	239693	15972	22	4	1.38
validity	239693	15972	13	3	1.37
theorists	239693	15972	13	3	1.37
extension	239693	15972	13	3	1.37
try	239693	15972	13	3	1.37
discourse	239693	15972	13	3	1.37
primarily	239693	15972	13	3	1.37
Reference	239693	15972	13	3	1.37
distributed	239693	15972	13	3	1.37
1975	239693	15972	13	3	1.37
paradox	239693	15972	13	3	1.37
220	239693	15972	13	3	1.37
ASP	239693	15972	13	3	1.37
Kowalski	239693	15972	13	3	1.37
theorem	239693	15972	67	8	1.36
be	239693	15972	1247	85	1.36
consequence	239693	15972	80	9	1.35
forms	239693	15972	44	6	1.35
computing	239693	15972	33	5	1.34
intended	239693	15972	33	5	1.34
ways	239693	15972	33	5	1.34
argument	239693	15972	119	12	1.34
Paul	239693	15972	23	4	1.33
Articles	239693	15972	23	4	1.33
1980	239693	15972	23	4	1.33
made	239693	15972	81	9	1.33
This	239693	15972	409	32	1.32
PDF	239693	15972	45	6	1.31
complete	239693	15972	34	5	1.31
2000	239693	15972	34	5	1.31
it	239693	15972	825	58	1.30
has	239693	15972	412	32	1.30
widely	239693	15972	14	3	1.30
insights	239693	15972	14	3	1.30
Statement	239693	15972	14	3	1.30
77	239693	15972	14	3	1.30
harry	239693	15972	14	3	1.30
paradigms	239693	15972	6	2	1.30
worlds	239693	15972	6	2	1.30
104	239693	15972	6	2	1.30
correspond	239693	15972	6	2	1.30
